filename,component_1,component_2
./acts/police/acts_police_concept22_036_30_mixed8,0.20118272995290581,-1.407911625156266
./acts/police/acts_police_concept22_017_16_mixed8,0.22683365760336271,-0.6895155441197893
./acts/police/acts_police_concept22_013_16_mixed8,0.2614921940405498,-0.8513927006671693
./acts/police/acts_police_concept22_019_17_mixed8,0.2827416166156058,-1.1830076237749263
./acts/police/acts_police_concept6_007_20_mixed8,0.356993086733029,-1.3341561511740752
./acts/police/acts_police_concept6_020_39_mixed8,0.3878946089236528,-1.3055165657909036
./acts/police/acts_police_concept6_004_39_mixed8,0.41074034603407505,-1.5829398541205757
./acts/police/acts_police_concept22_012_16_mixed8,0.41175103042262257,-0.03253476738002416
./acts/police/acts_police_concept22_003_27_mixed8,0.4720015467232584,-1.5039022133247097
./acts/police/acts_police_concept22_023_10_mixed8,0.48528738561692253,-1.7502787102933959
./acts/police/acts_police_concept22_032_17_mixed8,0.5067697477032111,-1.1713857870091893
./acts/police/acts_police_concept6_039_32_mixed8,0.5123139553503995,-0.6545815479357944
./acts/police/acts_police_concept6_037_35_mixed8,0.5241451849227532,-0.739563446165999
./acts/police/acts_police_concept22_037_16_mixed8,0.5802209519636151,-0.7968656149636084
./acts/police/acts_police_concept6_024_12_mixed8,0.6981802900937409,-1.7739644800425602
./acts/police/acts_police_concept6_031_24_mixed8,0.7092309492355966,-0.9200142817439952
./acts/police/acts_police_concept6_028_9_mixed8,0.7570832393895232,-1.3003474848467946
./acts/police/acts_police_concept22_005_16_mixed8,0.7883761960262583,-1.0524210380431425
./acts/police/acts_police_concept6_040_32_mixed8,0.7916296773790756,-1.307278978320435
./acts/police/acts_police_concept22_002_21_mixed8,0.8266679675055423,-0.7326881318351448
./acts/police/acts_police_concept22_029_31_mixed8,0.8488193139978475,-2.0604744453942483
./acts/police/acts_police_concept22_026_27_mixed8,0.8554464914793245,0.13460248118415669
./acts/police/acts_police_concept22_007_12_mixed8,0.8819622394616509,-0.5119093198408454
./acts/police/acts_police_concept22_008_34_mixed8,0.8965866352144409,-1.609965330302439
./acts/police/acts_police_concept22_014_21_mixed8,0.9733708826016076,-1.144474397744355
./acts/police/acts_police_concept22_039_27_mixed8,0.9745267984809232,-1.5795915670966747
./acts/police/acts_police_concept22_016_16_mixed8,0.9779523085424706,-1.721527366040628
./acts/police/acts_police_concept22_040_17_mixed8,1.0171375417647779,-1.9718740020943595
./acts/police/acts_police_concept22_027_16_mixed8,1.0178702262860122,-1.3990684995519298
./acts/police/acts_police_concept12_026_29_mixed8,1.023855505144019,-0.6157793338985817
./acts/police/acts_police_concept22_024_16_mixed8,1.0428334409961146,0.0631007360362973
./acts/police/acts_police_concept6_022_24_mixed8,1.0696874847470519,-1.599045548046376
./acts/police/acts_police_concept22_035_5_mixed8,1.0970243653779677,-1.0577926155016264
./acts/police/acts_police_concept22_009_12_mixed8,1.1144219915005418,-1.933268269583778
./acts/police/acts_police_concept22_010_24_mixed8,1.1504571464110702,-1.3487545288731906
./acts/police/acts_police_concept6_011_20_mixed8,1.1708260991188615,-0.755574117011588
./acts/police/acts_police_concept6_032_32_mixed8,1.187547042406425,-1.6425288920387262
./acts/police/acts_police_concept6_002_21_mixed8,1.1941887899267263,-1.898966806091952
./acts/police/acts_police_concept6_012_12_mixed8,1.195434910098982,-0.5810915984327524
./acts/police/acts_police_concept22_030_24_mixed8,1.1990210750079697,-1.168924805091243
./acts/police/acts_police_concept6_015_7_mixed8,1.204353242842572,-1.0115407760785367
./acts/police/acts_police_concept22_025_27_mixed8,1.2251471981720565,-1.6870726751623173
./acts/police/acts_police_concept22_033_12_mixed8,1.2676592305620407,-0.05920392051398016
./acts/police/acts_police_concept6_005_4_mixed8,1.268050389820274,-1.7409164427245982
./acts/police/acts_police_concept6_008_24_mixed8,1.2824752393432075,-1.4678182852132977
./acts/police/acts_police_concept6_006_24_mixed8,1.295785520982785,-1.287666062230019
./acts/police/acts_police_concept19_025_39_mixed8,1.2979140216240863,-1.6526645656592458
./acts/police/acts_police_concept6_035_20_mixed8,1.3590483393179442,-0.5797063047983875
./acts/police/acts_police_concept12_007_32_mixed8,1.3982032183423785,-0.5299376488170644
./acts/police/acts_police_concept22_006_27_mixed8,1.4045850363059724,-1.2314189196713712
./acts/police/acts_police_concept6_026_35_mixed8,1.4062764635353364,-0.479658014552396
./acts/police/acts_police_concept6_021_12_mixed8,1.4098014542508288,-1.3075893541320442
./acts/police/acts_police_concept22_021_16_mixed8,1.4430089742113603,-0.7700102724173099
./acts/police/acts_police_concept22_038_17_mixed8,1.4535818059698047,-1.2118639042880883
./acts/police/acts_police_concept6_027_29_mixed8,1.497806413956675,-1.5917648145957783
./acts/police/acts_police_concept22_028_27_mixed8,1.4999012749524399,-1.6140110645160486
./acts/police/acts_police_concept6_009_20_mixed8,1.5016422492460073,-1.9254804810306498
./acts/police/acts_police_concept22_001_12_mixed8,1.511520787650085,-0.8220027980837911
./acts/police/acts_police_concept15_036_32_mixed8,1.511588399163636,-1.0012935709143116
./acts/police/acts_police_concept6_019_24_mixed8,1.534481358367657,-1.7864673013742287
./acts/police/acts_police_concept6_001_20_mixed8,1.5519629604279446,-1.4950167046667582
./acts/police/acts_police_concept19_008_7_mixed8,1.563405942137106,-1.2140434935474111
./acts/police/acts_police_concept6_025_32_mixed8,1.5721736137006055,-1.1550193374673916
./acts/police/acts_police_concept22_031_16_mixed8,1.6102970038695636,-1.7243483158924038
./acts/police/acts_police_concept6_018_20_mixed8,1.624580221417808,-2.3360538592195095
./acts/police/acts_police_concept22_034_12_mixed8,1.637395464130659,-0.43150054994239057
./acts/police/acts_police_concept6_023_24_mixed8,1.6423394669709062,-0.14425735919591504
