filename,component_1,component_2
./acts/ambulance/acts_ambulance_concept3_024_7_mixed0,-2.054607084910721,-2.82959030984638
./acts/ambulance/acts_ambulance_concept3_028_23_mixed0,-2.0402619586866013,-2.882331807122221
./acts/ambulance/acts_ambulance_concept3_018_33_mixed0,-2.036169315443316,-2.6549824803974715
./acts/ambulance/acts_ambulance_concept14_032_0_mixed0,-1.9677416630853597,-1.9235938583080667
./acts/ambulance/acts_ambulance_concept3_027_15_mixed0,-1.9155346251541514,-3.211753427297613
./acts/ambulance/acts_ambulance_concept3_003_8_mixed0,-1.9097282881002118,-2.574442054321461
./acts/ambulance/acts_ambulance_concept3_019_32_mixed0,-1.8913841828847822,-3.0478820298764218
./acts/ambulance/acts_ambulance_concept3_013_33_mixed0,-1.8766511108042214,-3.1127012942238514
./acts/ambulance/acts_ambulance_concept3_032_8_mixed0,-1.8751115683333894,-2.9381409048960436
./acts/ambulance/acts_ambulance_concept3_004_6_mixed0,-1.8719539296347716,-2.793625773235713
./acts/ambulance/acts_ambulance_concept18_034_18_mixed0,-1.8521068473914297,-1.9219935795758507
./acts/ambulance/acts_ambulance_concept3_009_9_mixed0,-1.8368476655139403,-2.785311022178508
./acts/ambulance/acts_ambulance_concept3_001_37_mixed0,-1.8171569994505015,-2.7708767447330955
./acts/ambulance/acts_ambulance_concept14_017_0_mixed0,-1.8165873454860584,-1.7904487241068254
./acts/ambulance/acts_ambulance_concept3_006_39_mixed0,-1.808455056758722,-2.4896411529146905
./acts/ambulance/acts_ambulance_concept3_029_19_mixed0,-1.8017263262128855,-2.6816123015550546
./acts/ambulance/acts_ambulance_concept14_036_7_mixed0,-1.7967306348778964,-2.090315479256047
./acts/ambulance/acts_ambulance_concept3_039_6_mixed0,-1.784200508436949,-3.0570819532535434
./acts/ambulance/acts_ambulance_concept3_020_11_mixed0,-1.7732603103317877,-3.1997414574049903
./acts/ambulance/acts_ambulance_concept3_037_36_mixed0,-1.7526018435372055,-2.5939022068333086
./acts/ambulance/acts_ambulance_concept13_037_19_mixed0,-1.7361738427432394,-1.292130655617168
./acts/ambulance/acts_ambulance_concept18_029_39_mixed0,-1.73387514252868,-1.9455999727342084
./acts/ambulance/acts_ambulance_concept13_040_18_mixed0,-1.7009653832950749,-1.5911274351074294
./acts/ambulance/acts_ambulance_concept3_031_18_mixed0,-1.699568949821254,-2.8838152115284164
./acts/ambulance/acts_ambulance_concept14_028_7_mixed0,-1.6888731839897835,-2.0552212912854437
./acts/ambulance/acts_ambulance_concept14_009_7_mixed0,-1.68548828883246,-1.8725952002532886
./acts/ambulance/acts_ambulance_concept14_018_23_mixed0,-1.6777887256413475,-1.6020191146196787
./acts/ambulance/acts_ambulance_concept18_014_0_mixed0,-1.6767665061629484,-2.4505620111897235
